STUDY_ID	SAMPLE_ID	IGSF8
laml_tcga_pan_can_atlas_2018	TCGA-AB-3009-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2896-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2920-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2914-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2950-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2977-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2930-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2956-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2985-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2864-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2802-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2855-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2918-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2821-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-3005-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2893-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2912-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2994-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2936-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2963-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2935-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2804-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2870-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2908-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2882-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2839-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2944-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2875-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2843-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2967-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2904-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2981-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2835-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2916-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-3000-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2992-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2812-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2972-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2900-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2938-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2894-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2942-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2884-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2828-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2998-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2946-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2927-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2890-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2827-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2892-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2810-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2824-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2860-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2847-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2976-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2986-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2866-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2984-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2924-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2978-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2910-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-3011-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2913-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2822-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2957-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2806-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2931-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2952-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2906-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2853-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2805-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2966-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2838-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2874-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2857-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2980-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2834-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2993-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2939-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2949-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2842-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2899-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2808-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2872-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2885-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2895-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2933-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2943-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2921-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2876-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2869-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2911-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2851-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2818-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2996-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2929-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2830-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2814-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2846-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2979-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2880-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2848-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-3001-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2820-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2926-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2970-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2823-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2867-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2917-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2826-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2862-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2836-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2974-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2987-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2991-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2856-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2959-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2907-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-3007-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2887-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2948-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2809-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2879-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2995-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2997-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2915-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2898-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2947-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2964-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2982-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2883-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2941-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2881-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2803-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2873-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2811-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2968-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2919-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2832-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2903-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2969-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2937-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2819-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2925-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2928-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2849-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2817-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2891-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2923-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2888-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2850-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2971-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2840-03	NP
laml_tcga_pan_can_atlas_2018	TCGA-AB-2975-03	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J1-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J2-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J3-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J4-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J5-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J6-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J7-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J8-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5J9-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JA-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JB-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JC-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JD-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JE-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JF-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JG-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JH-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JI-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JJ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JK-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JL-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JM-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JO-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JP-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JQ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JR-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JS-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JT-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JU-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JV-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JW-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JX-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JY-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5JZ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K0-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K1-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K2-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K3-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K4-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K5-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K6-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K8-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5K9-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KB-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KO-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KP-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KQ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KS-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KT-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KU-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KV-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KW-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KX-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KY-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5KZ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L1-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L2-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L3-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L4-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L5-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L6-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L8-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5L9-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LA-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LB-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LC-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LD-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LE-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LF-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LG-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LH-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LI-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LJ-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LK-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LL-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LM-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LN-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LO-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LP-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LR-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LS-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5LT-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OU-A5PI-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OF-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-OR-A5OG-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-P6-A5OH-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PA-A5YG-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H8-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5H9-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HA-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HB-01	NP
acc_tcga_pan_can_atlas_2018	TCGA-PK-A5HC-01	NP
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KO-01	1.566
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KP-01	1.2763
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KQ-01	1.8657
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KR-01	1.8918
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KT-01	0.4938
blca_tcga_pan_can_atlas_2018	TCGA-2F-A9KW-01	-0.4407
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7M-01	2.4602
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7N-01	0.989
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7O-01	2.3112
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Q-01	3.2603
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7R-01	5.2348
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7S-01	0.8996
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7W-01	3.2424
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA7Y-01	0.3992
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA80-01	2.0288
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA81-01	0.3104
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA82-01	2.3346
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA83-01	1.4428
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA84-01	2.3334
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA86-01	2.882
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA87-01	0.4631
blca_tcga_pan_can_atlas_2018	TCGA-4Z-AA89-01	0.829
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KI-01	1.4218
blca_tcga_pan_can_atlas_2018	TCGA-5N-A9KM-01	-0.1164
blca_tcga_pan_can_atlas_2018	TCGA-BL-A0C8-01	-0.1513
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13I-01	-1.153
blca_tcga_pan_can_atlas_2018	TCGA-BL-A13J-01	2.8736
blca_tcga_pan_can_atlas_2018	TCGA-BL-A3JM-01	1.9769
blca_tcga_pan_can_atlas_2018	TCGA-BL-A5ZZ-01	-0.1183
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0S7-01	1.0091
blca_tcga_pan_can_atlas_2018	TCGA-BT-A0YX-01	0.7122
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20J-01	0.5188
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20N-01	2.3648
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20O-01	0.3196
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20P-01	0.4892
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20Q-01	0.5668
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20R-01	1.1401
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20T-01	1.2791
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20U-01	-0.0217
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20V-01	0.5204
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20W-01	1.2903
blca_tcga_pan_can_atlas_2018	TCGA-BT-A20X-01	0.8409
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LA-01	2.0171
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LB-01	1.9982
blca_tcga_pan_can_atlas_2018	TCGA-BT-A2LD-01	1.3393
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PH-01	-0.3841
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PJ-01	3.1409
blca_tcga_pan_can_atlas_2018	TCGA-BT-A3PK-01	1.7018
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42B-01	NP
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42C-01	2.1593
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42E-01	0.7651
blca_tcga_pan_can_atlas_2018	TCGA-BT-A42F-01	4.8283
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0EZ-01	0.4816
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F0-01	0.4165
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F1-01	2.3468
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F6-01	0.9008
blca_tcga_pan_can_atlas_2018	TCGA-C4-A0F7-01	1.4191
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HR-01	1.1174
blca_tcga_pan_can_atlas_2018	TCGA-CF-A1HS-01	1.6313
blca_tcga_pan_can_atlas_2018	TCGA-CF-A27C-01	1.82
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MF-01	-0.1457
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MG-01	0.4713
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MH-01	1.3999
blca_tcga_pan_can_atlas_2018	TCGA-CF-A3MI-01	2.1103
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47S-01	2.1552
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47T-01	1.2201
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47V-01	1.8185
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47W-01	2.5273
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47X-01	2.0162
blca_tcga_pan_can_atlas_2018	TCGA-CF-A47Y-01	1.612
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5U8-01	2.0526
blca_tcga_pan_can_atlas_2018	TCGA-CF-A5UA-01	0.933
blca_tcga_pan_can_atlas_2018	TCGA-CF-A7I0-01	1.4573
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HX-01	1.3057
blca_tcga_pan_can_atlas_2018	TCGA-CF-A8HY-01	2.7637
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FF-01	0.6809
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FH-01	0.8753
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FL-01	2.0216
blca_tcga_pan_can_atlas_2018	TCGA-CF-A9FM-01	0.9422
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YN-01	-0.3372
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YO-01	0.618
blca_tcga_pan_can_atlas_2018	TCGA-CU-A0YR-01	1.0214
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3KJ-01	2.4065
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3QU-01	1.43
blca_tcga_pan_can_atlas_2018	TCGA-CU-A3YL-01	0.2404
blca_tcga_pan_can_atlas_2018	TCGA-CU-A5W6-01	2.0576
blca_tcga_pan_can_atlas_2018	TCGA-CU-A72E-01	1.119
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A3-01	1.2785
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A5-01	0.8443
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A6-01	1.2376
blca_tcga_pan_can_atlas_2018	TCGA-DK-A1A7-01	3.4113
